"","H-soil","L-soil","C-soil","H2","L2","H1","L1","C","bins","taxa"
"Bin_42_14",0.000112742,0.000103691,0.000362609,0.706902806,0.038902354,0.462604265,0.00352819,0.001614723,"Bin_42_14","Gammaproteobacteria"
"Bin_42_2",6.99e-05,0.000130741,0.000325419,0.415355055,0.277963808,0.675150861,0.003903033,0.009036412,"Bin_42_2","Verrucomicrobiota"
"Bin_42_5",0.000227738,0.000405749,0.000836791,3.28515566,2.583794012,0.054773234,0.068457682,0.016145398,"Bin_42_5","Chloroflexota"
"Bin_43_1",0.000162348,0.000369682,0.000827493,0.003770302,0.132631245,0.001416426,0.321081151,0.277766125,"Bin_43_1","Planctomycetota"
"Bin_43_3",6.76e-05,0.000252466,0.000409098,0.012045204,0.045383438,0.003818936,0.19881434,0.101739413,"Bin_43_3","Gammaproteobacteria"
"Bin_43_4",9.7e-05,0.000658215,0.000669432,0.005679778,0.005689995,0.003545341,0.215663246,0.237630301,"Bin_43_4","Gammaproteobacteria"
"Bin_43_6",0.000164603,0.000279516,0.000418395,0.000706932,0.010624249,0.000735288,0.042645352,0.238519953,"Bin_43_6","Planctomycetota"
"Bin_43_8",8.57e-05,0.000180333,0.000381205,0.000823993,0.022703908,0.00058709,0.034722809,0.196869984,"Bin_43_8","Actinobacteriota"
"Bin_44_2",0.000148819,0.002772618,0.002631242,0.005024536,0.046521925,0.001955067,0.130594906,0.062368891,"Bin_44_2","Myxococcota"
"Bin_44_3",0.00020068,0.000838548,0.001013446,0.01218811,0.075661817,0.010028982,0.26378301,0.047605059,"Bin_44_3","Myxococcota"
"Bin_44_4",0.000354009,0.000676248,0.001580604,0.009612751,0.048399087,0.00538356,0.134069093,0.350915987,"Bin_44_4","Gammaproteobacteria"
"Bin_44_5",0.000387831,0.001406597,0.002612646,0.005491263,0.022602737,0.001499075,0.034555506,0.319486498,"Bin_44_5","Chloroflexota"
"Bin_45_2",5.41e-05,9.92e-05,0.000213846,0.132067002,0.098920342,0.041646354,0.01058351,0.015186256,"Bin_45_2","Chloroflexota"
"Bin_45_3",0.000112742,0.000180333,0.000204549,0.260768098,0.02672518,0.450779813,0.002082818,0.002455915,"Bin_45_3","Chloroflexota"
"Bin_46_1",0.000110487,0.00013525,0.000288228,0.02828791,0.065224065,0.003342994,0.03178971,0.162339972,"Bin_46_1","Verrucomicrobiota"
"Bin_46_3",0.000121761,0.000265991,0.000576456,0.041905086,0.175010006,0.002203013,0.043307153,0.401062908,"Bin_46_3","Acidobacteriota"
"Bin_46_5",0.000137545,0.000261483,0.000436991,0.0098788,0.030406367,0.001986417,0.022136955,0.290123416,"Bin_46_5","Acidobacteriota"
"Bin_46_6",0.000146564,0.000279516,0.000446288,0.031894021,0.016828635,0.000994633,0.002134703,0.421866863,"Bin_46_6","Acidobacteriota"
"Bin_46_7",9.02e-05,0.0001623,0.000381205,0.016262469,0.004100502,0.007093531,0.027735256,0.477571137,"Bin_46_7","Verrucomicrobiota"
"Bin_47_1",0.000160093,0.000225416,0.00067873,0.159178213,0.106719097,0.135483885,0.05412997,0.027233587,"Bin_47_1","Gammaproteobacteria"
"Bin_47_4",8.34e-05,0.000306566,0.000353312,0.099352028,0.134777792,0.024338593,0.091491509,0.025005342,"Bin_47_4","Gammaproteobacteria"
"Bin_47_5",0.000128525,0.000342632,0.000483479,0.044130781,0.110522178,0.02094715,0.141008996,0.013965614,"Bin_47_5","Gammaproteobacteria"
"Bin_48_1",0.000148819,0.00018935,0.000446288,0.003288373,0.24877272,0.001296728,0.029886902,0.01417774,"Bin_48_1","Chloroflexota"
"Bin_48_2",6.76e-05,7.66e-05,0.000167358,0.00359395,0.120482107,0.000512991,0.007875953,0.00256655,"Bin_48_2","Actinobacteriota"
"Bin_48_3",0.000171367,0.000193858,0.000529967,0.002321472,0.833810974,0.001154231,0.02463909,0.142162339,"Bin_48_3","Chloroflexota"
"Bin_48_4",8.12e-05,0.0001623,0.000427693,0.006932491,0.230191254,0.007005183,0.119820797,0.014527018,"Bin_48_4","Chloroflexota"
"Bin_48_7",7.22e-05,0.000184841,0.000325419,0.002015896,0.059501159,0.001085832,0.181829897,0.013972014,"Bin_48_7","Chloroflexota"
"Bin_48_8",0.00013078,0.000270499,0.000353312,0.006237722,0.162946193,0.0059792,0.282333538,0.011070816,"Bin_48_8","Chloroflexota"
"Bin_49_2",0.000155583,0.000275008,0.000483479,0.835991574,0.211118557,0.526622744,0.10311484,0.019610742,"Bin_49_2","Alphaproteobacteria"
"Bin_49_3",5.86e-05,0.000640182,0.001125018,0.101513871,0.032888122,0.219232584,0.246440666,0.024965112,"Bin_49_3","Nitrospirota"
"Bin_49_5",0.000126271,0.000816006,0.000706623,0.272048599,0.02909723,0.5263121,0.005345229,0.003276991,"Bin_49_5","Nitrospirota"
"Bin_4_10",0.000304402,0.000211891,0.00052067,0.008226252,0.226258966,0.003431343,0.588612598,0.200791583,"Bin_4_10","Actinobacteriota"
"Bin_4_11",0.00041038,0.000626657,0.00095766,0.021647313,0.189583609,0.020402809,0.386816451,0.118256947,"Bin_4_11","Actinobacteriota"
"Bin_4_12",0.000259306,0.00053649,0.001022744,0.121432621,1.191680935,0.072254842,1.30434168,0.259497632,"Bin_4_12","Acidobacteriota"
"Bin_4_14",0.000279599,0.000811498,0.001933916,0.027810541,0.328296128,0.004844919,0.249165165,0.213088528,"Bin_4_14","Acidobacteriota"
"Bin_4_2",0.000148819,0.000234433,0.000595051,0.060385649,0.311814889,0.02571797,0.150626807,0.116569991,"Bin_4_2","Chloroflexota"
"Bin_4_20_2",7.22e-05,0.000275008,0.000446288,0.002785159,0.043835389,0.00117988,0.121753254,0.123819785,"Bin_4_20_2","Actinobacteriota"
"Bin_4_24",0.000299893,0.000455341,0.001403949,0.007529963,0.073141057,0.004833519,0.131283178,0.06799299,"Bin_4_24","Chloroflexota"
"Bin_4_3",0.000214209,0.000297549,0.000595051,0.039043913,0.580290496,0.012112297,0.184725935,0.188748825,"Bin_4_3","Gemmatimonadota"
"Bin_4_30",0.000419399,0.000572557,0.000771707,0.005380282,0.163103435,0.001937968,0.294360302,0.058913604,"Bin_4_30","Actinobacteriota"
"Bin_4_31",0.001675341,0.000311074,0.0011994,0.005954949,0.145114373,0.004046932,0.407891349,0.094987019,"Bin_4_31","Actinobacteriota"
"Bin_4_34",6.99e-05,0.000229924,0.000427693,0.007832499,0.137776376,0.006623289,0.309355108,0.082635214,"Bin_4_34","Actinobacteriota"
"Bin_50_1",0.000151074,0.000333616,0.000660135,0.687446222,0.156195723,0.107537252,0.037640024,0.00916442,"Bin_50_1","Gammaproteobacteria"
"Bin_50_4",0.000142054,0.000220908,0.000604349,0.28204142,0.062292523,0.779447717,0.021756817,0.011327746,"Bin_50_4","Gammaproteobacteria"
"Bin_51_4",0.000284109,0.93768146,0.341522135,0.010944519,0.016211853,0.078909481,0.017723541,0.002134982,"Bin_51_4","Methylomirabilota"
"Bin_51_6",0.00040136,1.445994806,0.221758806,0.013408898,0.022440618,0.033181995,0.070129654,0.279625891,"Bin_51_6","Methylomirabilota"
"Bin_52_2",0.114200543,0.111373596,0.161742324,0.007311042,0.009144461,0.07474285,0.004126457,0.000268816,"Bin_52_2","Gemmatimonadota"
"Bin_53_2",6.09e-05,6.31e-05,0.000176656,0.016098279,0.12778963,0.020109264,0.041611885,0.008366202,"Bin_53_2","Gammaproteobacteria"
"Bin_53_5",8.57e-05,0.000144266,0.000223144,0.058900332,0.038868223,0.024073547,0.08485974,0.021933164,"Bin_53_5","Gammaproteobacteria"
"Bin_54_2",2.93e-05,4.96e-05,0.000111572,0.002768436,0.288151678,0.001345178,0.076273279,0.03248555,"Bin_54_2","Patescibacteria"
"Bin_54_7",1.58e-05,1.8e-05,6.51e-05,0.007969325,0.101263137,0.000929084,0.551896976,0.206591236,"Bin_54_7","Nanoarchaeota"
"Bin_54_9",1.58e-05,5.86e-05,5.58e-05,0.002271303,0.056273416,0.000746688,0.2584399,0.326268151,"Bin_54_9","Nanoarchaeota"
"Bin_55_1",0.000281854,0.000401241,0.000873981,0.250696221,0.000926392,0.506918174,0.000256249,0.000182868,"Bin_55_1","Myxococcota"
"Bin_56_2",4.74e-05,0.000121725,0.000102274,0.081169441,0.188992425,0.012214896,0.03134498,0.005878285,"Bin_56_2","Chloroflexota"
"Bin_56_3",3.38e-05,0.000117216,0.000195251,0.104867615,0.263359731,0.012850435,0.107693439,0.054106009,"Bin_56_3","Bacteroidota"
"Bin_56_4",6.54e-05,9.02e-05,0.000344014,0.088632511,0.178491288,0.13094676,0.025724442,0.013207627,"Bin_56_4","Bacteroidota"
"Bin_56_7",6.54e-05,0.000130741,0.000195251,0.094395905,0.093747176,0.139442468,0.074708253,0.061373175,"Bin_56_7","Bacteroidota"
"Bin_57_6",0.000112742,0.00013525,0.000418395,0.046598201,0.00236108,0.627491108,0.000540029,0.000118864,"Bin_57_6","Alphaproteobacteria"
"Bin_58_1",0.000225483,0.000356157,0.000548563,0.012014798,0.197765109,0.00359379,0.212449544,0.071659489,"Bin_58_1","UBP10"
"Bin_58_2",0.000202935,0.000329108,0.000734516,0.034714147,0.248832448,0.001385077,0.219772761,0.034673563,"Bin_58_2","Alphaproteobacteria"
"Bin_58_3",0.000110487,0.000184841,0.000548563,0.009060888,0.0172126,0.00298105,0.257392667,0.019163631,"Bin_58_3","Myxococcota"
"Bin_58_4",0.000184896,0.00053649,0.00055786,0.057785965,0.447400836,0.007350027,0.287768771,0.555506649,"Bin_58_4","Alphaproteobacteria"
"Bin_58_5",0.000239012,0.000928714,0.001366758,0.021784138,0.221402723,0.004457325,0.373833517,0.280976369,"Bin_58_5","Gammaproteobacteria"
"Bin_58_7",6.09e-05,0.000220908,0.000390502,0.049916979,0.081953967,0.019271378,0.092520741,0.123070027,"Bin_58_7","Gammaproteobacteria"
"Bin_58_8",0.000227738,0.000568049,0.001069232,0.00982559,0.126868114,0.003910135,0.217366985,0.665577518,"Bin_58_8","Alphaproteobacteria"
"Bin_58_9",0.000182641,0.000284024,0.000669432,0.034629011,0.155331497,0.007900068,0.936608373,0.705607279,"Bin_58_9","Gammaproteobacteria"
"Bin_59_2",0.0001398,0.000216399,0.000548563,0.056188147,0.146151688,0.006760087,0.397043119,0.045813869,"Bin_59_2","Verrucomicrobiota"
"Bin_59_3",0.000209699,0.000396732,0.00092047,0.048080477,0.936156526,0.016794769,0.548983996,0.149640718,"Bin_59_3","Planctomycetota"
"Bin_5_11",7.89e-05,0.000117216,0.00024174,0.003835675,0.010731516,0.001296728,0.052347874,0.133093011,"Bin_5_11","Eisenbacteria"
"Bin_5_12",0.000162348,0.000378699,0.000539265,0.006560022,0.011564049,0.002590607,0.110291932,0.168756803,"Bin_5_12","Planctomycetota"
"Bin_5_3",0.000218719,0.000392224,0.000753112,0.027062561,0.035503959,0.010342477,0.346442397,0.214524041,"Bin_5_3","Planctomycetota"
"Bin_61_2",0.002144346,0.013533984,0.021700769,0.002465899,0.01887401,0.007996966,0.087897669,0.118005503,"Bin_61_2","Acidobacteriota"
"Bin_62_6",9.92e-05,0.000198366,0.000306823,0.020621121,0.052133908,0.292795554,0.017558356,0.008408261,"Bin_62_6","Bacteroidota"
"Bin_63_5",0.001445348,2.100810596,0.003858534,0.000226522,0.000132864,0.000567141,0.000149302,0.000134408,"Bin_63_5","Actinobacteriota"
"Bin_63_6",0.66005285,2.551430942,0.232664976,0.00032382,0.000179184,0.002741654,0.005436292,8.41e-05,"Bin_63_6","Actinobacteriota"
"Bin_64_1",4.96e-05,0.0001082,0.000195251,0.003738376,0.081449327,0.000869235,0.10913987,0.055574438,"Bin_64_1","Bacteroidota"
"Bin_64_2",5.19e-05,0.000157791,0.000390502,0.010929316,0.145304527,0.004967467,0.436429237,0.171931388,"Bin_64_2","Bacteroidota"
"Bin_64_3",5.64e-05,7.66e-05,0.000260335,0.044351222,0.020979114,0.005221113,0.088958667,0.095015364,"Bin_64_3","Bacteroidota"
"Bin_64_4",4.96e-05,0.000130741,0.00027893,0.024546493,0.129560745,0.002636206,0.095638085,0.17930736,"Bin_64_4","Bacteroidota"
"Bin_64_5",8.34e-05,0.000225416,0.000502074,0.020648487,0.260457444,0.001302428,0.098206929,0.248885814,"Bin_64_5","Bacteroidota"
"Bin_64_7",0.000105977,0.000117216,0.000260335,0.082522493,0.395365663,0.005144164,0.123897487,0.4141727,"Bin_64_7","Bacteroidota"
"Bin_64_8",6.09e-05,0.000175825,0.000344014,0.133990161,0.233194713,0.005919351,0.157666244,0.183862597,"Bin_64_8","Bacteroidota"
"Bin_65_1",0.000216464,0.000414766,0.000650837,0.737451377,0.001154333,0.305041799,0.000209658,0.000106978,"Bin_65_1","Planctomycetota"
"Bin_65_2",0.000137545,0.000270499,0.000576456,0.617119441,0.029261786,0.423688166,0.000650153,0.000288931,"Bin_65_2","Planctomycetota"
"Bin_65_4",0.00034048,0.000653707,0.001441139,2.177690154,0.000237693,0.226123769,0.000188481,0.000147209,"Bin_65_4","Planctomycetota"
"Bin_65_7",0.00060204,0.000906173,0.001999,8.062448004,0.037612719,0.310445309,0.002323184,0.002128581,"Bin_65_7","Planctomycetota"
"Bin_66_2",0.000202935,0.000428291,0.000641539,0.454064506,0.576014468,0.063308841,0.030982843,0.030974147,"Bin_66_2","UBP10"
"Bin_67_1",0.000214209,0.000256974,0.000567158,2.234323744,0.000376651,0.036029098,7.94e-05,4.85e-05,"Bin_67_1","Chloroflexota"
"Bin_68_1",0.000225483,0.000572557,0.000762409,0.066649216,0.200712498,0.01912033,0.133634952,0.677100932,"Bin_68_1","Myxococcota"
"Bin_68_2",0.000344989,0.000635673,0.001255186,0.050231677,0.12824795,0.01556644,1.495347835,1.550791146,"Bin_68_2","Myxococcota"
"Bin_68_3",0.000121761,0.0001623,0.000362609,0.043352396,0.142682595,0.014397959,0.240627412,0.121636343,"Bin_68_3","Acidobacteriota"
"Bin_68_4",0.000236757,0.000342632,0.000901874,0.071085402,0.180283124,0.041233111,0.629758576,0.225269352,"Bin_68_4","Myxococcota"
"Bin_68_5",0.000268325,0.000631165,0.000883279,0.021565217,0.197044718,0.00775187,0.99030632,0.254902164,"Bin_68_5","UBP10"
"Bin_68_6",0.000261561,0.000293041,0.000576456,0.059807941,0.168547205,0.011288661,0.902472184,0.3771374,"Bin_68_6","Eisenbacteria"
"Bin_68_8",0.000250286,0.000459849,0.001097125,0.015741012,0.074333177,0.004155231,0.596771272,0.366249451,"Bin_68_8","Myxococcota"
"Bin_68_9",0.000234503,0.000540999,0.000725219,0.030004309,0.164046892,0.016392926,0.384063362,0.09290507,"Bin_68_9","Myxococcota"
"Bin_69_2",0.288947871,0.002826718,0.011008445,0.000866561,0.00050464,0.041133362,0.000326135,5.85e-05,"Bin_69_2","UBP10"
"Bin_6_11",0.000184896,0.000229924,0.000715921,0.015900642,0.374306099,0.006463692,0.264203386,0.092884954,"Bin_6_11","UBP10"
"Bin_6_12",8.57e-05,0.000171316,0.000297526,0.00821409,0.232718109,0.005061515,0.233925758,0.043126627,"Bin_6_12","Chloroflexota"
"Bin_6_2",0.000126271,0.000198366,0.000548563,0.010961242,0.045178657,0.002590607,0.220535155,0.08285557,"Bin_6_2","Chloroflexota"
"Bin_6_4",8.57e-05,0.000180333,0.000251037,0.003492091,0.161409114,0.001365127,0.097100399,0.228971511,"Bin_6_4","Chloroflexota"
"Bin_6_5",0.000103722,0.000220908,0.000381205,0.007447867,0.279241253,0.002807203,0.080704693,0.105958173,"Bin_6_5","Chloroflexota"
"Bin_6_9",0.000137545,0.000139758,0.000344014,0.023813716,0.113963235,0.009396293,0.194515285,0.033880831,"Bin_6_9","Chloroflexota"
"Bin_70_1",0.000180387,0.000369682,0.000604349,0.029928295,0.3396042,0.006674588,0.634616719,0.570356428,"Bin_70_1","Verrucomicrobiota"
"Bin_70_3",0.000128525,0.000288533,0.000715921,0.021359979,0.292335067,0.00716478,0.386762448,0.255877764,"Bin_70_3","Alphaproteobacteria"
"Bin_70_4",0.000216464,0.000302058,0.00067873,0.081776034,0.267077487,0.001134281,0.633257117,0.22911049,"Bin_70_4","Planctomycetota"
"Bin_70_5",0.000112742,0.00018935,0.000474181,0.010534042,0.030553859,0.001618773,0.2973887,0.049622091,"Bin_70_5","Nitrospirota"
"Bin_70_6",7.22e-05,0.000157791,0.000167358,0.038133264,0.289841124,0.006218596,0.276624054,1.207789678,"Bin_70_6","Nitrospirota"
"Bin_70_7",0.000227738,0.00061764,0.000753112,0.108400754,0.884853933,0.003476942,0.422439308,0.598156905,"Bin_70_7","Acidobacteriota"
"Bin_70_8",0.000308912,0.000320091,0.000576456,0.154951825,1.650792093,0.010519174,2.258161096,0.454527966,"Bin_70_8","Alphaproteobacteria"
"Bin_71_2_2",0.00013529,0.000252466,0.000436991,0.013898429,0.356371889,0.004665372,0.151447439,0.196572823,"Bin_71_2_2","Planctomycetota"
"Bin_71_3",0.00013078,0.000193858,0.000595051,0.002774517,0.165657107,0.001521875,0.131690847,0.116236257,"Bin_71_3","Acidobacteriota"
"Bin_71_4",0.000365283,0.00061764,0.000994851,0.017408763,0.596766859,0.010436525,1.558916666,1.214675565,"Bin_71_4","Acidobacteriota"
"Bin_72_3",0.000333715,0.000599607,0.001217995,0.229045868,0.16394572,0.01974732,0.016445473,0.020771953,"Bin_72_3","Alphaproteobacteria"
"Bin_72_5",0.00027509,0.000437307,0.001171507,0.343679783,0.041122037,0.040794218,0.004968267,0.011812345,"Bin_72_5","Gammaproteobacteria"
"Bin_72_7",0.000354009,0.000730348,0.001348163,0.253520907,0.709043086,0.363317625,0.067542809,0.007576213,"Bin_72_7","Actinobacteriota"
"Bin_72_9",0.002606587,0.007411682,0.001115721,0.106026071,1.144833554,0.026185362,0.041016794,0.004376941,"Bin_72_9","Actinobacteriota"
"Bin_73_1",0.000414889,0.000559032,0.0011994,0.019786486,0.675188348,0.001664372,0.484451584,0.4450673,"Bin_73_1","Planctomycetota"
"Bin_73_2",0.000180387,0.000265991,0.000753112,0.011888615,0.113745046,0.001949367,0.342936444,0.160409802,"Bin_73_2","Planctomycetota"
"Bin_73_3",0.000175877,0.000320091,0.000604349,0.009460722,0.128324743,0.001721371,0.114014956,0.428862471,"Bin_73_3","Gemmatimonadota"
"Bin_73_4",0.00020519,0.000423782,0.000641539,0.031761757,0.294529153,0.008586906,0.919098725,0.488185698,"Bin_73_4","Gemmatimonadota"
"Bin_73_5",0.000239012,0.000288533,0.000613646,0.035673445,0.34873769,0.003704938,1.068293926,0.774109555,"Bin_73_5","UBP10"
"Bin_73_6",0.00027058,0.00075289,0.001190102,0.062403065,0.364696005,0.004625473,1.185352104,1.108596699,"Bin_73_6","Planctomycetota"
"Bin_73_7",0.000137545,0.000450832,0.000762409,0.151386761,0.42242605,0.021665338,1.575940287,1.357693725,"Bin_73_7","UBP1"
"Bin_74_3",0.000164603,0.003908715,0.023755555,0.001585655,0.022479624,0.019405326,0.013316481,0.673278996,"Bin_74_3","Gemmatimonadota"
"Bin_75_1",0.000180387,0.001622996,0.00375626,0.002765395,0.155571628,0.006440892,0.019498225,0.047314299,"Bin_75_1","Gemmatimonadota"
"Bin_75_4",0.000241267,0.000969289,0.00147833,0.030501442,0.938964956,0.00834466,1.131054831,0.016527591,"Bin_75_4","Alphaproteobacteria"
"Bin_75_5",0.000126271,0.000275008,0.000502074,0.063423175,0.323389909,0.001493375,0.134881254,0.000513859,"Bin_75_5","Nitrospirota"
"Bin_75_6",0.00026607,0.000622148,0.001041339,0.084623524,0.343992371,0.005440559,2.199510765,0.001998745,"Bin_75_6","Gammaproteobacteria"
"Bin_76_1",0.416429383,0.777514291,1.725434315,3.796758324,0.136500149,0.419746681,0.156613717,0.140180052,"Bin_76_1","Gammaproteobacteria"
"Bin_76_2",0.000556944,0.000996339,0.003533116,0.973709469,0.004819674,0.023777152,0.000352607,0.000605292,"Bin_76_2","Planctomycetota"
"Bin_77_1",0.000211954,0.000419274,0.00067873,0.208446031,0.576645877,0.007845919,0.299395279,0.212194305,"Bin_77_1","KSB1"
"Bin_78_2",0.000459986,0.00067174,0.000706623,0.407408535,0.001339611,0.177324035,0.000219188,0.00017921,"Bin_78_2","Gammaproteobacteria"
"Bin_79_1",0.000157838,0.000387716,0.000548563,0.004638384,0.048772081,0.003311645,0.049746205,4.27036627,"Bin_79_1","Chloroflexota"
"Bin_79_2",0.000133035,0.000243449,0.000567158,0.01170162,0.107234707,0.00296395,0.083333894,2.9423081,"Bin_79_2","Planctomycetota"
"Bin_79_3",0.000356264,0.00064469,0.000911172,0.014214648,0.064023413,0.002696055,0.38283506,2.366286427,"Bin_79_3","Gemmatimonadota"
"Bin_79_4",0.000317931,0.000405749,0.000688028,0.002426372,0.030674533,0.002020616,0.076048796,1.239036298,"Bin_79_4","Planctomycetota"
"Bin_79_5",0.000112742,0.000568049,0.000911172,0.000573147,0.002874252,0.000644089,0.004257758,0.494931691,"Bin_79_5","Gammaproteobacteria"
"Bin_79_6",0.000126271,0.000293041,0.000316121,0.004931799,0.045407817,0.003112148,0.047453729,0.32790756,"Bin_79_6","Gammaproteobacteria"
"Bin_7_11_1",0.00067645,0.820970011,0.062982439,0.000282773,0.000247444,0.001573174,0.00027425,9.87e-05,"Bin_7_11_1","Alphaproteobacteria"
"Bin_7_14",0.00175877,0.952631057,0.538539832,0.000852879,0.000553397,0.004631173,0.001533259,6.95e-05,"Bin_7_14","Gammaproteobacteria"
"Bin_7_3_2",0.000304402,0.362901917,0.381371963,0.000460646,0.000403468,0.007099231,0.000984759,6.49e-05,"Bin_7_3_2","Gammaproteobacteria"
"Bin_80_10",6.76e-05,0.000117216,0.000185953,0.001231429,0.006173913,0.002924051,0.004467417,4.310089727,"Bin_80_10","Crenarchaeota"
"Bin_80_4",1.13e-05,4.51e-06,0,0.002669617,0.038100294,0.005027316,0.115315261,0.023144663,"Bin_80_4","Crenarchaeota"
"Bin_80_8",1.13e-05,1.35e-05,3.72e-05,0.011063101,0.19005168,0.005024466,0.25180919,0.12428244,"Bin_80_8","Crenarchaeota"
"Bin_80_9",2.93e-05,4.06e-05,0,0.00123599,0.015704776,0.001898068,0.217450636,1.219250917,"Bin_80_9","Crenarchaeota"
"Bin_8_1",1.102791628,0.00123528,0.003449437,0.005562716,0.001818653,0.005671405,0.00037802,0.000187439,"Bin_8_1","Actinobacteriota"
"Bin_8_15",0.947442631,0.003980849,0.013518817,0.000226522,7.19e-05,0.001316678,0.000101653,0.000105149,"Bin_8_15","Actinobacteriota"
"Bin_8_7_2",0.859319235,0.000360666,0.000464884,0.00058835,0.000291326,0.004411726,5.51e-05,3.29e-05,"Bin_8_7_2","Chloroflexota"
"Bin_8_9",0.637150508,0.001154131,0.00067873,0.000840717,0.000510734,0.013446075,0.000146126,2.38e-05,"Bin_8_9","Chloroflexota"
"Bin_9_12",0.000360773,0.000527474,0.000855386,0.001041394,0.006650517,0.000997483,0.002873802,0.887383355,"Bin_9_12","Chloroflexota"
"Bin_9_14",0.000198425,0.000315583,0.000613646,0.000524498,0.00152367,0.000532941,0.000997465,0.433542972,"Bin_9_14","Planctomycetota"
"Bin_9_15",0.000187151,0.000261483,0.000539265,0.000980583,0.020849906,0.000550041,0.031141675,0.45847151,"Bin_9_15","Chloroflexota"
"Bin_9_16",0.000133035,0.000757398,0.001032042,0.001144773,0.007898708,0.001231179,0.000900048,1.156534578,"Bin_9_16","Acidobacteriota"
"Bin_9_7",7.67e-05,0.000184841,0.000325419,0.000614194,0.004477153,0.000356244,0.002066935,0.171426673,"Bin_9_7","Chloroflexota"
